,Bios
778,am an ambiti guy strive for the best and consid myself hard worker graduat nurs school in the end of 2011 and been work as licens nurs for sever month now do my best put in hour and learn lot ve alway had passion for help peopl enjoy go to art and scienc museum love absorb new inform especi if it relat to the human bodi am unoffici health nut devot lot of time go to the gym and care for my doggi and take them out for walk near the beach good listen even if don know anyth about the subject tend to becom intrigu and motiv to learn more about the subject use to be known as realli good artist but it lot harder to find the time to sit and draw or paint now big on explor new area learn about realli beauti scenic place or find not to well known restaur alway tri to learn new recip becaus love to cook love to laugh especi when it has to do with sarcasm awkward situat and corni one liner ve been to few comedi show and wish to go more often am sometim hard on myself becaus have high expect and tri to stay on life path that allow me to improv as man continu small improv in life have an open mind and tri new thing is what pursu right now in life also haven done much travel but would like to do lot more road trip and fli to differ place around the world
784,am origin from the sf bay area am bless with love support famili and amaz friend tri to spend lot of time with those close to me like to keep an activ healthi lifestyl run is realli import to me also enjoy cycl hike go to gym strength class and alway up to tri someth new love to travel and explor new place my next trip is to itali where both of my parent were born although also enjoy shorter weekend trip to the mountain wine countri and the coastal cities! am affection loyal respect give and goal orient am optimist and am happi by natur you will usual find me smiling! inspir by good book and peopl with great wisdom and spiritu am look for someon who is genuin ambiti support and open to love like someon who make me laugh and like to have fun it import that he enjoy the outdoor and keep fit and healthi
787,feel that one of my greatest strength is my kind natur polit respect and thought and peopl seem to pick up on that right away think it hard to fake sincer and have genuin big heart do thing that make peopl happi make me happy! like anybodi els like to laugh and have fun have great sens of humor and love to kid around on the other hand am serious about my work and veri ambiti firm believ in find someth you re passion about in life and dedic yourself to do the best that you can in it work veri hard for the career have and continu to expect the best from myself enjoy what do for live but also think it import to achiev sens of balanc in your life
799,like to spend time with friend and am seek woman to be friend with and ultim seek an ltr or someth more on the cudd side and have big heart like to volunt at few event becaus enjoy help other also enjoy spend time with famili and have 90 gallon reef aquarium as hobbi posit kind veri patient been told have the patienc of saint and spiritu believ in god but don current practic ani religion yet was rais veri religi also like explor and be adventur hike go on long drive and do fun thing also open mind appreci cultur and like to be creativ seek someon that is sassi play sarcast and quick wit also would like to find someon that is not afraid to show affect or give me her opinion enjoy woman that is out go sarcast and flirt but is monogam am open mind but tradit am veri ground and calm am bit countrifi yet look main stream enjoy the citi and cannot live without mountain or the ocean also enjoy bicycl ride am full of contradict and ve definit got range! it keep me balanc to explor all life has to offer am realli enjoy life becaus have surround myself with peopl who feel good with and becaus live in the san francisco bay area and have so mani amaz thing to do whenev choos and am at the place in my life where am look for an incred partner to share my life with at the veri least am open to meet great peopl here to have few good laugh with and great time
807,am new to the site so havent fill everyth out yet love meet new peopl real peopl an outstretch hand friend mayb someth more am good guy low mainten care affection well travel and educ snarki littl rough around the edg volunt for chariti tri to make differ also love great adventur will tri almost anyth onc includ almost anyth to eat at dim sum have bunge jump from the 3rd highest jump in the world parachut kayak rock climb scuba dive white water raft and visit over 50 countri in my lifetim have live for over year out of backpack would you like to plan our next adventur together? that said also like to be at home and appreci home cook meal and good compani go to concert play and dive bar friend are veri import to me there are so mani wonder venu to hang out at in san francisco have not been motiv to leav total love it here and believ that there are mani adventur await me without even leav the citi limit tend to chang my facial hair everi so often as you can see by my pic right now have goate the pic of me and half dome is the most recent tomorrow might get wild hair and shave the whole thing off
810,my self summari am down to earth friend funki fun good listen loyal and optimist am focus on the futur what next where my travel will take me who may meet and plan my next adventur be that hit the alameda flea market head up to napa to go wine tast or fli to victoria bc to visit friend don like to dwell on the past live and learn then move forward am pretti low key can dress up or down with eas and style! straight shooter who say what mean and mean what say no game or drama here alway seem to have more guy friend than girl friend right about now look for someon new and fun and compat who would be cool to hang with at the worst we can share drink and some convers at the best we can becom friend for more drink and convers and all sort of adventur not serial dater and would love to find that special someon who get me and vice versa look for someon special to explor and enjoy our beauti surround togeth
821,well consid myself an artist and life my canva love learn anyth new so alway experi becaus whi wouldn you life is short it could be tri new recip paint with acryl oil yoga stage photo shoot creat an iphon app love technolog sound heal altern therapi are cool to my most recent project of make hydropon planter from wine bottl so guess you could say curious have degre in biolog degre in chemistri and minor in physic which make me complet nerdi fli my nerd flag proud but also creativ artist and veri introspect deep thinker definit live in my own bubbl and enjoy spend time with my thought also enjoy climb rock surf drink tea and read actual alway read it goe back to that curios thing my biggest passion is food eat lot of it learn about it and even write about it my newest thing is drink green smoothi who knew they be so good there so much more about me but guess this is good start
841,so here my stori transplant from mexico move to the bay area to studi psycholog but end up stay fell in love with the peopl and the cultur genuin loyal depend warmheart and love free spirit with veri curious mind if there is someth that catch my interest want to tri it or learn how to do it after all we onli live onc prefer to believ in the good natur of peopl perhap this may sound bit naiv but would much rather trust and be open than to live hold back have healthi mind bodi and soul is import to me as busi as my schedul get make it point to take care of myself it all goe hand in hand appreci the beauti of the outdoor big sur mendocino are some of my favorit spot enjoy camp go for nice long hike or picnic on sunni day as was watch caddyshack the other day stumbl upon this rad chevi chase quot there is forc in the univers that make thing happen and all you have to do is get in touch with it stop think let thing happen and be think this is go to be my approach on okcupid
848,hello! pull up chair get cozi can get you someth to drink? water juic beer glass of wine or my favorit some port? so you want to know littl about me? have lot of stori as sure you do but we can wait on that for anoth time ve been in san francisco sinc 1987 and feel have so much to under cover here drive over the golden gate bridg alway take my breath away ve done mani thing with my life and am hope that is not go chang ve travel to mani countri where to next? last fall learn how to surf hook but don spend near enough time tri to ride the littl mushi wave also just start sup it fantastic! my friend learn with are spend the summer in taho care to join me? you can find me on sever morn swim out in the ocean this is my sanctuari was invit by dear friend didn realiz how truli krazi this is no wetsuits! after mani year of live next to golden gate park move across the citi for sunshin as wonder as it is be near the puls of mission dear miss the park it the soul of the citi so you will find me ventur across the citi to find solac in the park love hike through the redwood grove the rose garden so mani hidden treasur the big bonus is the de young museum it fun to duck in and then exit through the back and continu the adventur below is from the foreword of one of my favorit book aphrodit memoir of the sens by isabel allend it speak eloqu to the realm of sens how food and life are truli inter mesh the five sens and five element are so import to human exist yet mani forget her breath is like honey spice with clove her mouth delici as ripen mango to press kiss on her skin is to tast the lotus the deep cave of her navel hide store of spice what pleasur lie beyond the tongu know but cannot speak of it srngarakarika
849,while my relationship requir abov say look for relationship or some variat thereof not necessarili look to delv into serious commit for each person you meet there is uniqu chemistri some are intend to be friendship some are more am honest easi to be around and intellig but also can be incred silli and love to laugh my interest are vari not due to lack of passion but rather passion for mani thing my intent is not to be contradict but find there is so much to enjoy that refus to be limit love to read but am prone to find most of my time spent in social situat be it dinner parti club art or film open or just grab drink with friend enjoy cook meal and share bottl of wine with movi at home but also am fan of tri that new restaur befor head to film festiv while am work on my cook skill and tend to lean toward cook vegan at home not afraid to order lamb or squab in restaur love go to live show and end up purchas more ticket than number of show attend but the promis or potenti of make it there is too tempt to pass up as of late ve been listen to indi rock and electron music they seem to intersect in some odd and interest place but my root are in altern rock and confess to indulg on occas member of fair number of wine club and also an organ sake club altern between have the select ship who doe not like get gift in the mail even if you ve alreadi paid for them yourself or take four day weekend up to rent hous and make mini trip out of it
850,am good natur person to my core am alllll about honesti and respect and treat peopl well on this earth here and now am goofi bit weird but most peopl find me charm definit don take myself too serious and sometim want to shake the negat energi out of person am artist and want to make thing that are beyond anyth beauti well that and thought provok am alway good and loyal friend to my homi it big part of my ident am open mind and make my own path in this life look for my next adventur realli want to go hang glide or someth like this alreadi been sky dive twice take joy in the littl thing and hope never lose my child like inclin to climb tree etc thorough enjoy get dirti and work hard but am also realli good at kick it am honest loopi and chill
857,hey to whoever read this although talker not one to talk much about myself unsolicit but guess that the name of the game with on line date am honest loyal curious affection talkat romant an extrovert irish english and welsh canadian alway tri to improv evolv open mind or at least like to think so dog lover an outdoor lover truth seeker in quot becaus not sure there is such thing as absolut truth good in crise introspect self awar sensit strong simultan take myself serious and don interest verbal intuit thinker thorough not big fan of author abhorr of small mind narrow think lover of precis lover of well thought out thing lover of qualiti over quantiti lover of beauti aesthet design although verbal am drawn to the ineff music danc art etc lover of movement lover of speed drawn to the other drawn to differ drawn to possibl of cours there is alway more but alreadi bore talk about myself and gotta leav littl mysteri no?
872,look for love real love ridicul inconveni consum cannot live without each other love beauti state isn it? but listen don have time to get to know someon almost 200 year old just want someon with good tast in music who is kind who get me who love puppi the hardcor bondag scene not hefti order right? wheeew glad got that off my chest! so am truli an open mind person but taurus men need not appli anymor realli sorri it sound weird but just know we are like fire and gasolin or oil and water either way it explos or unblend aggrav and we just don want need that we don either of us origin from massachusett on the ri line long to live in la from the time was 12 year old see pretti woman for the 1st time initi this desir watch it repeat valid it went to colleg on the gulf coast of florida then move to north carolina for coupl year now california to summar gypsi explor by natur and alway down to partak in ridicul adventur am alway direct with peopl no matter what so those who are dishonest or thin skin we wouldn mesh the complet opposit of phoni individu to the extrem in fact most time you ll know exact what think and rather be that way than have peopl guess other than that loyal generous care romant and hope fun oh yes and an artist designer! ador creativ thinker like myself with an edg to them! passion over $$$ ani day!
877,seem to be verb have alway identifi with this quot by the great buckminst fuller the full quot is live on earth at present and don know what am know that am not categori am not thing noun seem to be verb an evolutionari process an integr function of the univers in addit to highlight the fact that am sucker for existenti rumin this quot encapsul more general approach have come to take toward life life is chang mysteri an ever mutabl form whose true natur is fleet to those who ask it to stay put to fit in categori stop ask so mani question and just live if had to adopt motto that would be it! that be said ve chosen to make live ask question and think motto are bit one dimension live my life as rich as possibl so far ve met mani wonder peopl from whom to learn from and share this time and continu to be surround by them in this amaz place that is the bay area certain look forward to meet mani more especi those who are mad to live mad to talk mad to be save desir of everyth at the same time the one who never yawn or say commonplac thing but burn burn burn am dynam intellectu and passion valu the freedom to think to live and to continu to explor this world in healthi and energet way along the way hope keep make friend keep have fun and hope find partner that can keep up with me!
887,updat 11 and back! littl heartbroken to not be roam the desert and bayou anymor though also littl heartbroken that miss all the event in oakland howev on my trip did find out that the rv is my spirit anim and my destini is to be trashi rv babe for life in my lemontina that her name so much so in fact that got tattoo of my dear lemontina on my ass while on the road! viva rv! updat 10 did it! on the road! fix my babi up and we re go to new orleans! right now in flagstaff but ll be go trough new mexico and texa befor get to nola if ani one has ani suggest of thing that should do while on the road let me know! if ani one want to be my tour guid all the better! see you in month oakland updat 11 just bought an rv! 1976 dodg tioga! appar an idiot and it total piec of shit it doe not have ac or horn and alreadi smash one of the side mirror go to reupholst recarpet and repaint it time to hit the south and southwest minus week till the apocalyps crafter and collector love make and decor thing and tri to keep tab on my addict by sell my trinket for the most part find surround my self with creativ folk who have good sens of humor have pet tarantula name tallulah she pink and such sweetheart sometim she kinda scari all realli want to do is travel right now but life is keep me here for the moment tri to make it out of the countri at least onc year though as of right now ve been to more countri then state so my next big trip will be tour of the us of prefer on hors back or guess could settl for truck and dog
895,to keep it as short and sweet as possibl am southern girl through and through for me this mean love acc basketbal sec footbal humid good manner grit afternoon thunderstorm chivalri bbq north carolina style don mess with good thing and charm but not obnoxi use of the word all am the kind of girl that enjoy get down and dirti outsid just as much as like get all done up and dress to impress! while move to the bay area has certain push me out of my comfort zone from grow up in suburban north carolina it has been an excit transit and am realli enjoy my new home! after live in palo alto for year recent move to sf in order to take full advantag of the bay area it was definit the best decis and all left wonder is whi didn do this sooner? up for ani and all adventur and have found what realli appreci about the citi is that there is alway someth new to tri right around the corner now just look for partner in crime to explor sf with me
904,if you were to ask my friend who am can onli imagin they mention an extrovert witti spanish gentleman passion about the thing that matter most in this life one friend and famili travel good food music and compani stay light spirit societi and it troubl and sport can also be serious when the situat requir it though know exact what want and use to patient work till get it life has for the most part been veri generous to me but think ve learn to be humbl and grate my way of show it is through action not eloqu word nor fake smile though in my case it would be veri captiv one thing like great sens of humor wit charm some sass and mysteri good tast warm smile penetr glanc passion passion but also reason degre of stabil matur and sensibl my friend say ve becom too picki nonsens just know what want! that said let chat get to know each other bit eventu go do sth fun read my messag me if section and figur out how we get along isn that how it alway worked? worst case scenario we ve met more peopl with which to hang out and expand our social circles!
911,oh crap realiz haven updat this profil in year terribl social network have an earli twitter account with all of tweet associ with it and it look like onlin date challeng as well usual passion obsess about one thing or anoth depend on what kind of spin you want to put on it most recent was is ultra run went from not realli run to run 50k to run 50 mile race in 18 month broken ankl slow me down but the mileag is start to creep up again befor that re learn how to swim and got scuba certifi learn spanish slowli work on the internet now on the technolog side but in previous work live was exhibit photograph and baker have 22 year old son who live in flagstaff and who is total great still amaz we both surviv his teenag year and grate that didn suffer as much karmic backlash as deserv from my own misspent youth also while am kid friend am not interest in conceiv anoth child my son mother and were separ by the time he arriv though horribl mismatch as coupl she is one of my closest friend and retain friendship with sever signific ex gfs an introvert who is not shi have gotten more introvert and less shi with the pass year it not critic to me that we share interest it is more import that we both have strong interest of our own overlap is fun but stay engag in the world is necessari
915,not person that is in search of themselv ve known all my life who was and never question it am batman so not huge outdoorsi person my childhood was spent most in front of the tv nintendo don believ that 80% of the user on this site love hike as much as they say they do have dinosaur tattoo and have marc maron number have an mc hammer doll in the box and own crock pot will eat dessert regret my screen name becaus guy send me messag call me doubl ve seen everi episod of futurama have love hate with capit of word love to wear dress and eat with my hand probabl debat have ice cream for dinner as you read this move to nyc in novemb so don fall in love you big sap not look for anyth serious but still would like profil where can at least see your face love meme haha>lol pot smoker but not like the stereotyp quicker organ and driven more than most non smoker if you don smoke okay with that most of the time date men that don as long as you re cool with it am sure there plenti thing you do that don and would not keep you from in fact feel free to take one of those hike you love so much while smoke to say have person is bit of an understat
917,am an explor of scienc idea cultur film and novel experi grew up in the deep south which surpris mani peopl went to school near boston move to seattl for two year on whim went to chicago for graduat studi and move to the bay area to use my new degre decid on thursday to move wrote an algorithm to help me pack my car and start drive the follow sunday use to want to meet someon and seek experi that would complet chang the way view the world nowaday am more interest in small moment that build discov new aspect of life and get better at thing littl everi day that doe not mean that don do thing on whim or occasion stay out way too late just live by the philosophi that fortun favor the prepar mind and think that the case can be made for moder that may sound bore but believ that it ultim fulfil yes practic moder in moder am unconvent innov and cautious recov idealist
951,spend lot of time in the san francisco bay area for work and am look to make new friend while down here actual live in edmonton alberta canada most of the time think in celsius and kilometr and don get this whole fahrenheit thing at all the follow is taken from my edmonton profil overbos let see am geeki poli kink and sex posit an alli of the queer communiti weird argument social progress to say the least fiscal centrist more accur quirki small govern but focus on social program and not defens big believ in equal of all form but there may be disagr on what that mean raven consum of book theatr geek with no credenti in theatr fan of video game especi older one noth will ever beat zelda link to the past or super metroid an activ twitter user programm cyclist daoist in non spiritu sens and mani mani other thing am in primari relationship with 1isten who is awesom in mani mani way she musician who goe by the name of must be tuesday our relationship is non monogam which you might guess when you hear her relat popular song my boyfriend girlfriend ve also been with fierc flawless for near year and so far it hell of lot of fun so have my hand realli full on the relationship side of thing but alway up for new and awesom friend
953,am more than just pretti face am nation geograph subscrib and am still wait for my free world map am obsess with turn keyboard upsid down and thump the dirt particl out of them am also odd interest in studi ocean life while listen to death metal grindcor or electron music am slight obnoxi and wholli loud and alway make inappropri and tactless joke to stranger fulli awar of the fact that they have no idea how much laugh insid sometim drink alcohol in bad tast sometim intent get no sleep so the next day can watch extrem makeov home edit and sob more than would when well rest enjoy the releas have distast for minus cannot stand them either and repeat crazi phrase to myself such as minus are just anoth name for second place which in turn is just anoth name for lose in order to maintain perfect am veri select obsess compuls and will leav my crap everywher which is just the way like it but iron thing unnecessarili becaus cannot stand wrinkl also regular make wish list on various shop websit and delet them each month without ever purchas anyth and start again look forward to be middl age and open up pit bull sanctuari also look forward to be old and take cruis to third world countri can never read captcha
968,previous live in portland main and absolut love it but want to tri thing out on the west coast for while so move to california it get increas more difficult to move to new place as get older but ve manag to find great group of friend good job and ve settl in nice while consid myself strong independ and capabl person underneath all soft and mushi and look for love like everyon els am polit mind social awar and environment conscious am outspoken opinion and love to debat will argu my point fervent and then conced gracious when am proven wrong although sometim pretend didn hear you when you say am right just to hear it again but can also listen and more import can hear realiz have much to learn from other valu my time outsid and enjoy mani outdoor activ while alway enjoy an afternoon walk around mt tam or tilden am also look for more of challeng like to hike or even better climb like to push myself be challeng by other and get my heart rate up have dream of climb mt rainier or shasta but have yet to start serious train also love learn new activ have scuba certif but never use it ve sail in the past but have forgotten how and have pair of crampon that are just die to sink their teeth into some ice am look for someon to share this love of adventur
988,love make music indulg in food and wine hang with my eclect group of friend and thrive on new ve have passion spirit and compassion heart have been voraci travel for the last 10 year but am sore overdu one of the best thing ve done that most proud of is fund rais for and direct the rebuild of thai villag in the month after the 04 tsunami the big gift for me there was the incred insight into how peopl show up in time of great stress and challeng yet no one has anyth to gain noth like crisi to see what peopl are made of have love and lost and love each time figur out some new piec to teach me how need to be to make it work well have ton of differ interest with music be by far the crown jewel both see and play live show get out everi weekend but am equal total dinner couch movi guy run my own busi reader an amateur polit and public polici pundit wow lot of there my cook is get more sophist and vegetarian but still eat everyth have huge list of restaur work my way through and as of last week was googl around for improv school who know sound fun
993,new here at okc so thank for stop by ll be brief and do my best to make it worth the trip dure colleg in chicago want to write film music and becom the next han zimmer but ve spent the past four year work with team and project in the entertain industri some of the highlight have been work with russel simmon an odd pair but great crash cours in hip hop and mock wrestl match with dwayn the rock johnson in record booth his crazi eye look is much scarier in person recent return to sf after head clear stint in southeast asia and have decid to dive into sf startup scene with the new goal of empow peopl to make healthier choic it import to me that my work is creativ and also bring concret benefit to peopl live also dedic 2012 to box and hang glide lesson separ for now surviv my first triathlon write an album establish daili yoga practic figur out how to get my sibl on trip to europ and perhap find the time for few date so in close anonym reader drop me line if you like to chat or have laugh over hot toddi or an old fashion and whatev bring you to okc whether mundan or lofti wish you the best in find it!
994,30 year old colleg graduat have total of three degre laid back person who will to tri almost anyth onc well accept for anyth man on man lol great cook can cook all type of stuff mexican japanes and tradit black food lol also bake hell of chees cake enjoy outdoor activ fish camp hike and go to the beach no kid complet drama free no crazi ex hang around love anim if could do it all over again would becom vet current have dog english mastiff name passion chewbaka and rottweil name king tut famili orient love my mom to death yes have job work at sound engin compani base out of oakland it not my dream job but it pay the bill have tattoo across my back stomach the back of both arm and the side of my right arm but enough about me if you would like to know more go ahead and ask look for someon cool my last relationship was an atom bomb im look someon sane lol don think that too much to ask down to earth famili orient have goal in life doe not have million children is my limit if have kid by differ guy not interest
