,Bios
825,"tall, slender, fit, fun english-teacher-turned-economist seeks bookish, stylish, self-aware woman."
826,"born and raised in the beautiful city of san francisco, but i've been around (the bay).  student. independant. risk taker.  i love to laugh, although you probably wouldn't figure from our first meeting. i like to have company, but i'm perfectly fine being alone as well :)  want more? ask away."
827,"interests : hockey, soccer, snowboarding, ice skating, hiking, cooking, sailing and yoga  dates i'd like to go on put down a blanket in doleres park, drink some wine, and lay out. grab some tacos in the mission and hike to the top of bernal heights go ice skating at yerba buena.  places i'm going to again: munich, rio, boston"
828,
829,"i recently moved here to pursue my entrepreneurial dreams and get my mba. after growing up in texas and the midwest, i have really good manners and dearly miss barbecue (seriously, let me know if you have a good bbq restaurant around here).  i used to be a consultant so i'm going to efficiently bullet point a couple facts about me: - i've spent more than a year (400 nights) in hotel rooms around the world - visited more than 25 countries and lived in 4 - love to cook (esp italian) and eat (everything)! bonus points if you can cook too - stage epic karaoke battles - i really enjoy being outdoors, whether it's to run, hike, surf or whatever. the outdoors and sunshine are my favorite part of california - love playing and listening to music, i used to play the cello and am lead guitarist of a rock band band"
830,"originally from st louis (for you west coasters, st louis is not a foreign country -- it's in the middle of the us), i've lived in chicago, japan, new york, and now san francisco. i like it here but i miss snow in winter.  i have a sarcastic wit, devilishly good looks, and a wicked right roundhouse kick. my sharp humour (mind the second ""u"") belies my gentle nature though: i tear up whenever i see those sarah mclachlan commercials about abused animals.  update: sarah is pissing me off. ..."
831,"i'm pretty down to earth / pretty far out there...i have a strong head on my shoulders and i try my best to keep my outlook and mentality healthy.  turn ons: sincerity, enthusiasm, ambition, intelligence, honesty, curiosity!  turn offs: wallowing in boredom, excessive self-deprecation, lack of ambition, homophobes"
832,"east bay native. so proud of and love the diversity, especially that of thought and expression, that living in the bay area offers and provides. big into empathy and understanding, contemplation, and especially making puns. am ideally looking for a friend and sometime platonic cuddle buddy who is interested in riding bikes, hiking, sitting by the lake, watching movies or just listening to music. but i'm open to meeting most people. feel free to drop me a line."
833,"i'm a foodie at heart, and always looking for new restaurants to try. i love to travel, especially in search of really good restaurants, both fancy restaurants, as well as the hidden gem hole-in-the-wall places."
834,"i've been hopping between oakland and sf the past few years, but originally, i'm a military brat and moved around a lot. i have a demanding gig, so i work quite a bit. balance is something i hold near and dear, so in my free time i love to travel and i like art. i have a passion for (good) music, various forms of media and crafty times. laughing is very important as is my family/friends."
835,"it is hard to convey who you are and what is important to you in a few short paragraphs but here is my attempt.  my life has been a fun ride so far. i had opportunities to travel, learn, work on and do things that interest me. i was born and brought up in cosmopolitan india (calcutta) in a pleasant and loving environment.  i think exposure to diversity in terms of people, culture, languages, countries also helps define who we are, especially our unconscious self. i consider myself fortunate on both these fronts. i also value compassion. it lets me ""feel"" what the other person is feeling, talking about, and understand their point of view. i have clicked with folks who share and value some of these attributes.  with those basics taken care of, i believe sky is the limit in terms of adventure and experience. i have very few inhibitions and i am always willing to try anything new, especially if it is crazy and off-the-beaten path. i like history, especially stories of ordinary folks doing extraordinary things. italy, (especially the riviera/tuscany) and london are my favorite places to visit. i can never get tired of them.  i am a tenured academic in a famous university not very far from san francisco. in fact, the academic job gives me the flexibility to do fun things whenever i want to, especially given that i have excellent students. i work hard and try to have fun whenever possible.  i live in san francisco. my hobbies are travel, movies, museums, and writing. i am a member of the sf film society and i like going to their special screenings, previews, workshops etc and occasionally to booksmith in the haight to meet and hear writers i like."
836,"before you read my profile, watch this. it's an accurate representation of what i will never be.  born in sydney but lived most of my life in the suburbs of atlanta. i don't have the accent anymore, sorry ladies?  i've been retweeted by the white house. and t-boz from tlc used to live across the street from me."
837,"i uh. i'm pretty cool.  i drove up here from san diego a year ago and never left. soooooo regret not doing it sooner, i goddamned <3 this city.  i studied graphic design and photography in college, which basically means i have a bad habit of pointing out helvetica in public and about 8 more cameras than i need.  http://www.flickr.com/photos/adamhas/  i have a playlist for every occasion.  i cook, i take pictures, i conquer the great outdoors.  i do brunch on the weekends. if you're up for drinking one too many mimosas on a sunday afternoon, i think we'd get along just fine.  that's a lot of i's..."
838,
839,"charismatic gentleman, the embodiment of what it means to be a native californian. i work in technology, love to travel, plan adventures and appreciate the many pleasures life has to offer. i like my life to be full of laughs, plans, exploration, friends and family. i heard someone describe san francisco as a playground and i totally agree!"
840,"i'm a pretty independent guy who likes to try new things, including this, and prefers a nice ""work to relaxation"" ratio. i love to travel and have been to europe and asia many times. at first i'm a little shy but i tend to open up quickly. right now i'm not too picky on what i'm looking for on this; whatever happens, happens."
841,"so here's my story...  i'm a transplant from mexico. moved to the bay area to study psychology but ended up staying. fell in love with the people and the culture.  genuine, loyal, dependable, warmhearted, and loving. a free spirit with a very curious mind. if there is something that catches my interest, i want to try it or learn how to do it. after all, we only live once.  i prefer to believe in the good nature of people. perhaps this may sound a bit naive, but i would much rather trust and be open than to live holding back.  having a healthy mind, body, and soul is important to me. as busy as i my schedule gets, i make it a point to take care of myself. it all goes hand in hand.  i appreciate the beauty of the outdoors. big sur & mendocino are some of my favorite spots. i enjoy camping, going for a nice long hike, or a picnic on a sunny day.  as i was watching caddyshack the other day, i stumbled upon this rad chevy chase quote... ""there is a force in the universe that makes things happen and all you have to do is get in touch with it. stop thinking. let things happen and be"". i think this is going to be my approach on okcupid."
842,
843,"first time doing online dating so go easy on me - would like to meet some new people and see what happens. spurred by, what else, a breakup!!"
844,"my name is jeff. sorry for the confusing username.  i am a sucker for animals. i talk to pets before their owners.  i work on & race shitty (and super fun) cars for ""24 hours of lemons"" racing. i also work on my own (less shitty) old hot rods and 4x4s.  i wish i had a more interesting accent than midwest us.  i have tried, but i just hate beer. also hate coffee (both bitter. both nasty.)  i will try *anything* on the menu. really. even the aforementioned beer (seems to be a hobby of my friends to find a beer that i might like).  i back into parking spaces. sometimes you gotta make a quick escape.  i recently shaved my winter beard. now i'm in summer facial hair mode."
845,"i love life, my dog, my career, rock climbing, hiking, canoeing, kayaking, cars, motorcycles, spelunking, exploring ancient ruins, listening to music, playing music, programming, working out, going to concerts, and meeting new people (in no particular order).  i'm italian, passionate, adventurous, spontaneous, and love being with good company.  i'm not very well traveled and finally have the means to do so, so i'm excited to get my travel on. my ideal companion would be down to leave the country on a given weekend without notice just for fun."
846,"i've found a pretty good balance between being active and taking it easy. most summer weekends i'll round up some friends to go hiking, camping, traveling, climbing, canoeing and other adventures. if it's rainy or foggy, i'm happy staying in bed with a book or a movie for awhile and ambling out for a late brunch.  more and more i'm thinking less about what i want to do and more about what kind of impact i want to have on the world.  i tend to be up to many things at once and have been simplifying this habit lately.  i really like doing things in community though i am just as likely to be seen setting out and doing my own thing. i tend to gravitate toward people who are curious about their own development and growth, but who also don't take things too seriously.  apparently i still look like i'm about 30. this is generally a blessing, though there are some situations when it's less advantageous."
847,
848,"hello! pull up a chair, get cozy. can i get you something to drink? water, juice, a beer, a glass of wine or my favorite some port? so you want to know a little about me? i have lots of stories, as i'm sure you do, but we can wait on that for another time. i've been in san francisco since 1987 and feel i have so much to under cover here. driving over the golden gate bridge always takes my breath away.  i've done many things with my life and am hoping that is not going change. i've traveled to many countries, where to next? last fall i learned how to surf. i'm hooked...but don't spend nearly enough time trying to ride the little mushy waves. i also just started sup. it's fantastic! my friends i learned with are spending the summer in tahoe....care to join me?  you can find me on several mornings swimming out in the ocean. this is my sanctuary. i was invited by a dear friend. i didn't realize how truly krazy this is.......no wetsuits!  after many years of living next to golden gate park i moved across the city for sunshine. as wonderful as it is being near the pulse of mission, i dearly miss the park. it's the soul of the city. so you will find me venturing across the city to find solace in the park. i love hiking through the redwood groves, the rose garden, so many hidden treasures. the big bonus is the de young museum. it's fun to duck in and then exit through the back and continue the adventure.  below is from the foreword of one of my favorite books; aphrodite, a memoir of the senses by isabel allende. it speaks eloquently to the realm of senses. how food and life are truly inter-meshed. the five senses and five elements are so important to human existence, yet many forget.  ""her breath is like honey spiced with cloves, her mouth delicious as ripened mango. to press kisses on her skin is to taste the lotus, the deep cave of her navel hides a store of spices what pleasure lies beyond, the tongue knows but cannot speak of it"" -srngarakarika"
849,"while my relationship requirement above says, ""looking for relationship"" or some variation thereof, i'm not necessarily looking to delve into a serious commitment. for each person you meet, there is a unique chemistry; some are intended to be friendships, some are more. i am honest, easy to be around, and intelligent, but also can be incredibly silly and love to laugh.  my interests are varied, not due to a lack of passion, but rather a passion for many things. my intention is not to be a contradiction, but i find there is so much to enjoy that i refuse to be limited. i love to read, but am prone to finding most of my time spent in social situations, be it dinners, parties, clubs, art or film openings, or just grabbing drinks with friends. i enjoy cooking a meal and sharing a bottle of wine with a movie at home, but also am a fan of trying that new restaurant before heading to a film festival. while i am working on my cooking skills and tend to lean toward cooking vegan at home, i'm not afraid to order lamb or squab in a restaurant. i love going to live shows and end up purchasing more tickets than number of shows i attend, but the promise or potential of making it there is too tempting to pass up. as of late, i've been listening to indie rock and electronic music, they seem to intersect in some odd and interesting places, but my roots are in alternative rock and i confess to indulging on occasion. i'm a member of a fair number of wine clubs and also an organic sake club; i alternate between having the selections shipped (who doesn't like getting gifts in the mail...even if you've already paid for them yourself) or taking a four day weekend up to rent a house and make a mini-trip out of it."
850,"i am a good natured person, to my core. i am alllll about honesty and respect and treating people well on this earth here and now. i am goofy/a bit weird but most people find me charming. i definitely don't take myself too seriously and sometimes i want to shake the negative energy out of a person. i am artistic and want to make things that are, beyond anything, beautiful. well, that and thought provoking. i am always a good and loyal friend to my homies, it's a big part of my identity. i am open-minded and make my own paths in this life. i'm looking for my next adventure. i really want to go hang gliding or something like this (already been sky-diving twice). i take joy in the little things and hope i never lose my child-like inclinations to climb a tree etc. i thoroughly enjoy getting dirty and working hard but i am also really good at kicking it.  i am honest, loopy, and chill"
851,this whole format reminds me too much of filling out a grant application. see photos instead.
852,"i moved to sf for the second time a few months ago, and have been enjoying the californian weather ever since. i'm working at a web startup, so i don't have much free time, but i make up for it at the weekends.  this summer i travelled from france to turkey overland through the balkans. i love travelling, especially the unplanned, grab a backpack, and leave with no deadlines kind. one of the finest things in life is getting lost in a strange city, and spending the day wandering beneath foreign buildings.  i'm an unashamed adrenaline addict. if there's a river and a cliff then i'll jump off it. swimming in cold water under the sun, or looking down from the top of a mountain, both are good days in my book.  i am adventurous, funny, and scottish"
853,"i'm a pretty easy going and laid-back guy. i enjoy outdoor activities: hiking, biking, playing soccer and trail running. i dig listening to new music and playing around with a guitar. i like to dork out on science and technology."
854,"hellooooooo! sarcasm is entertaining. i love water and disneyland. i enjoy a party and having a great time, all the time. tea is one of my most favorite things in life as well as my kitty, lola and music. i would say i'm quite social, i love fashion and learning."
855,"i'm a regular guy, simple, direct, hard worker, fair, honest, well-read. love music and art, my friends and family. i read the new yorker and sometimes books, mostly non-fiction these days. a long time ago i read a lot of fiction, but that resulted in my imagination running wild, so i don't do that so much any more.  i love the outdoors, well mostly parks and beaches, a balance of civilization and nature, solitude and city bustle."
856,
857,"hey to whoever's reading this. although a talker, i'm not one to talk much about myself unsolicited, but i guess that's the name of the game with on-line dating.  i am:  honest loyal curious affectionate talkative romantic an extrovert irish, english and welsh canadian always trying to improve evolving open-minded (or at least i'd like to think so) a dog-lover an outdoor lover a ""truth"" seeker (in quotes, because i'm not sure there is such a thing as absolute truth) good in crises introspective self-aware sensitive strong simultaneously take myself seriously and don't interesting verbal intuitive a thinker thorough not a big fan of authority abhorrent of small-minded/narrow thinking a lover of precision a lover of well thought out things a lover of quality over quantity a lover of beauty/aesthetics/design although verbal, i am drawn to the ineffable (music, dance, art, etc.) a lover of movement a lover of speed drawn to the other drawn to different drawn to possibilities  of course there is always more, but i'm already bored talking about myself and i gotta leave a little mystery, no? ;-)"
858,"chill guy here, masculine, smart, fun, honest, and loyal. i'm looking to get to know other guys to hang out with and go from there. good people and good conversation are important. i'm not really down with pop culture. working class, tats, scruff, geeks and great smiles are sexy."
859,"i grew up in a tiny little east coast town and moved west about ten years ago. the bay area feels like home, but who knows what the future holds?  loves music, science, tea, soccer, boggle, road trips, the a's, cooking, good food, bourbon, belgian beer, picnics, the dictionary, snowboarding, the beach, traveling, museums. in no particular order."
860,"i'm an east coast transplant with a penchant for languages and an appreciation for the serial comma. i miss fireflies and thunderstorms, but the weather and fresh produce of california make up for them (most of the time.)  i speak excitedly, quickly, tangentially.  this is the flow chart to my heart, as per okcupid.  according to okc, i'm unkind, un-compassionate, arrogant, and aggressive. i'm also _more scientific._ given that i haven't taken a science class since high school (ap bio was pretty great), i can assure you that okc is playing opposite day with its assessment of my personality.  i am one of the least shy people i know: i tend to talk to strangers, make faces at babies, and try and help people who look even remotely confused. it turns out that sometimes they're not actually confused.  the flavor combination orange-chocolate is tops. i eat a pomegranate a day during pomegranate season."
861,"i'm originally from the suburbs of chicago and am currently living in san francisco.  here are some fun facts about greg  - i am tall! although i guess you could have figured out this fun fact from the box on the right, next to where it says ""height"".  - i like stories! movies, books, games, radio pieces, etc.  - i like other things, too! here are some of those other things: words, language, puzzles, games, comics, philosophy, neuroscience, visual design, urban design, comedy.  - once upon a time i thought about going to grad school in computational linguistics. then i did an undergrad thesis and realized that i was not patient enough for science. that said, i am still a big fan of science. so keep up the good work, science people!"
862,"expat swede in the bay area. used to play college football at stanford, now i'm doing a startup with some friends. i don't have much time to chat up women at clubs, so i figured i'd try a dating site. i want someone to explore this city with.  i'm in to crazy things like skydiving and high altitude mountaineering. i've jumped out of a lot of airplanes and gone on some pretty big hikes around the world!  i work out, a lot; it keeps me sane.  i just sold my motorcycle, and i'm pretty upset about it.  i'm obsessed with museums, art galleries, food trucks, and theater. lots of people seem to be into ballet in this city, but i don't really understand it (if you can teach me, we should go on a date)."
863,naturally inquisitive. light traveler. led by whim. times person of the year: 2006.
864,"ok cupid, where the beggars become choosers! i love the outdoors, camping, hiking, climbing, biking. music is a huge part of my life. i've got a somewhat respectable record collection going. i manage at a salon in walnut creek but live in oakland. introverted somewhat, but looking to come out of my shell a bit. i am always open to new experiences."
865,"i'm generally a happy and curious person. i enjoy meeting new people, tasting new food, and visiting new places. i have a great appreciation for all of my experiences thus far, and even a greater appreciation for those that i have shared the experiences with.  i don't take myself too seriously. i'm entertained by those that do.  i own my own business, and i have a lot of pride in what i do. but i keep it all in perspective. i'm very active. swim/bike/run/soccer/hike/etc....  i love to cook (trying new recipes all the time!) i loooove burritos. i can't get enough of sf. and, i enjoy using exclamation points!  i've lived in a couple other countries and i absolutely love traveling. new orleans jazzfest, tahoe summer goodness, new years in brazil... really, anything! i'm quite expressive and sometimes run away with an awkward stream of consciousness... (this mini-bio, case in point!)"
866,"hi! i'm mike, and i'm a nerd. i program computers for fun and profit, spend way too much time on hacker news, read hard sci-fi, and argue with my friends over whether the robot apocalypse will destroy us all. check the 'what i think about' section for the gory details.  update: after doing swing off and on for a while, i'm trying to learn blues. anyone who'd like to go learn together, please move to the front of the line."
867,"i really like doing things i've never done before like travelling somewhere new or seeing a new band or eating at a restaurant ive never been before. i'm usually down to do anything from a chill evening at home to a spontaneous vegas trip. during the weekday i'm a civil engineer and pretty motivated professionally. outside of work i'm really easy-going, friendly, kind of shy at first but out to have a good time. i also enjoy debating various topics and being not politically correct.  other things i like: pick-up sports like soccer and tennis, hiking, camping, being outside, sarcasm, relaxing on my porch with a tasty beverage, cool bars, live music, animals, shopping"
868,
869,bruce springsteen is better than many of my peers give him credit for. dogs are better than cats but harder to cope with their constant demand for affection. i own more books than i have space for. most of them are under my bed.
870,"hi,  i am looking for a nice friend. about me:  i have a very stable life. i work full time i have my weekends free.i am 6 1 tall and athletic. i like to enjoy outdoor activities as much as indoors. i love sports, reading, movies, archery, photography. i work out and swim on a regular basis.tell me about yourself !  good luck for everybody !"
871,"i moved out of home when i was 15, and have been wandering around ever since. i am pretty laid-back and try to stress as little as possible, but at the same time i try to make the most out of my life, and keep an open and inquisitive attitude. i am very drawn to fun unexpected things, and fascinated by the process of creating something beautiful, so ending up in san francisco seems like a natural outcome. i have an existentialist approach to life, if that means anything. i hate suburbs. and i am a lot more fun in person that in this profile."
872,"""i'm looking for love. real love. ridiculous, inconvenient, consuming, can't live without each other love."" <---beautifully stated isn't it?  but listen....i don't have time to get to know someone, i'm almost 200 years old. i just want someone with good taste in music, who is kind, who gets me, who loves puppies & the hardcore bondage scene. not a hefty order, right?  wheeew....glad i got that off my chest!  k so...i am truly an open minded person but taurus men - need not apply anymore. i'm really sorry, it sounds weird but i just know we are like fire and gasoline or oil and water, either way it's explosive or unblended aggravation and we just don't want/need that - we don't...either of us.  originally from massachusetts - on the ri line, i longed to live in la from the time i was 12 years old (seeing pretty woman for the 1st time, initiated this desire - watching it repeatedly, validated it). i went to college on the gulf coast of florida, then moved to north carolina for a couple years, now california. to summarize - i'm a gypsy explorer by nature and always down to partake in ridiculous adventures.  i am always direct with people no matter what so...those who are dishonest or thin skinned, we wouldn't mesh. i'm the complete opposite of a phony individual - to the extreme. in fact, most times, you'll know exactly what i think and i'd rather be that way than have people guessing. other than that, i'm loyal, generous, caring, romantic, and hopefully fun. oh yes, and an artist/designer! i adore creative thinkers like myself, with an edge to them! passion over $$$ any day!"
873,
874,"i'm 22 years old and i'm a student in engineering.  i'm quite artsy, i sing, play instruments, arrange songs, have infography skills and i already made short movies.  if that last line has you rolling your eyes, don't worry, i also wear a leather jacket and i am kind of a nerd.  i'm the guy who is perfectly comfortable making the first move; whether it be a romantic kiss on the doorstep or throwing you up against a wall and making out with you hard ... in the rain.  if we hang out there will never be an awkward silence. don't worry, if you're nervous i will just tease you.  i'm not looking for the trophy girlfriend, i'm much more interested in personality. you don't have to be a model for me to respond, but if you are a model ... please prove me you're not crazy.  ... what else ...  i'm from france, and i miss paris. i think i'll just eventually buy the eiffel tower and live on the first floor. i recently moved to san francisco because i'm doing an internship in the silicon valley.  i'm not taking this too seriously. if i send you a message that seems strange then i'm probably just bored and frigging with you. but also maybe i'm interested, it depends on how funny your reply is."
875,"i am a big ol' queermo born and raised in the bay. the closest terms to describe me would be trans*, grey ace, and weirdo. i go by they/their sie/hir pronouns. i'm looking to expand my circle of homies and dancing/skateboarding buddies."
876,
877,"""i seem to be a verb"". i have always identified with this quote by the great buckminster fuller. the full quote is: ""i live on earth at present, and i don't know what i am. i know that i am not a category. i am not a thing  a noun. i seem to be a verb, an evolutionary process  an integral function of the universe"". in addition to highlighting the fact that i am a sucker for existential rumination this quote encapsulates a more general approach i have come to take towards life: life is change, a mystery, an ever mutable form whose true nature is fleeting to those who ask it to stay put, to fit in a category. stop asking so many questions and just live - if i had to adopt a motto, that would be it! that being said, i've chosen to make a living asking questions and i think mottos are a bit one-dimensional.  i'm living my life as richly as possible. so far i've met many wonderful people from whom to learn from and share this time, and i continue to be surrounded by them in this amazing place that is the bay area. i'm certainly looking forward to meeting many more, especially those who are ""mad to live, mad to talk, mad to be saved, desirous of everything at the same time, the ones who never yawn or say a commonplace thing, but burn, burn, burn"" ;)  i am dynamic, intellectual and passionate. i value the freedom to think, to live and to continue to explore this world in a healthy and energetic way. along the way i hope keep making friends, keep having fun and hopefully find a partner that can keep up with me!"
878,"hello there! i'm on okcupid to meet new people, outside my usual circle, and see what develops. i want to find someone that i'm compatable with and see if there is any chemistry. if there is great! if not you can never have to many friends, right? i'm originally from wa though i moved to the sacramento area as a toddler so i claim it as my hometown. moving to the bay area was one of my best ideas! it's awesome here. please say hi and introduce yourself!"
879,"goofy, sincere, explorer, curious, technology, espresso, tea, brainstorming, sun, showers, ice hockey, wakeboarding, yoga, repeat"
880,i try to lead an authentic life. i am fairly simple. i enjoy connecting with humans and other sentient beings.
881,i'm a young and ambitious investment professional who's aiming to live both my professional and personal lives to the fullest!
882,"picture yourself in a boat on a river, with tangerine trees and marmalade skies. spend most of my time outdoors, or napping on hippie hill"
883,"i'm 20. i'm crazy (in a good way), sexy, and cool! i love working out and being fit and healthy! i lived on a yacht. i'm an only child."
884,"historical: nyc for five years, transplanted to north carolina, where i felt like a city boy taken to the country. thirteen years adjusting to the humidity, learning to love southern hospitality. two years in pennsylvania, and then the rest of my life in california. i like it here.  i put a lot of self-summary in ""what i'm doing.""  i should comment that i like to get the hell out of dodge for the weekend. or longer when feasible. day trips, camping, trips to tahoe, wherever, touristing all over ca. mini-vacations just make life seem longer. variety! locally, i like big sur, pinnacles, the santa cruz coast, sonoma, marin, sf (since i'm not technically from there anymore), tahoe. further away, i want to go to argentina, chile, nyc (more often), europe (again, more often), and southeast asia. pacific islands wouldn't suck either."
885,happy-go-lucky mountaineer in training. i like to adventure and keep my life exciting. i would suffocate in a life of routine tv watching on weeknights and heading out to the same bar every weekend. my happiness level and time spent active and outdoors are positively correlated. i'd like to find a partner in crime to accompany me on my mission of learning about and exploring everything interesting around me.
886,"i'm a biologist working on my phd, and i like to get outdoors to go hiking and camping or play tennis/soccer/basketball. i'm always happy to check out museums, concerts, or anything new.  i grew up in the midwest but have done a lot of traveling and spent some time studying in japan, england, and central america. i've been a biology fan since i was little and especially like going to places where i can see wildlife (on land or under the sea)."
887,"update 11/9: and i'm back! i'm a little heartbroken to not be roaming the desert and bayou anymore. though i'm also a little heartbroken that i missed all the events in oakland. however on my trip i did find out that the rv is my spirit animal and my destiny is to be a trashy rv babe for life in my lemontina (that's her name). so much so in fact that i got a tattoo of my dear lemontina on my ass while on the road! viva rv!  update 10/9: i did it! i'm on the road! i fixed my baby up and we're going to new orleans! right now i'm in flagstaff but i'll be going trough new mexico and texas before i get to nola. if any one has any suggestions of things that i should do while i'm on the road let me know! if any one wants to be my tour guide all the better! see you in a month oakland...  update 9/11: i just bought an rv! 1976 dodge tioga! apparently i'm an idiot and it's a total piece of shit. it doesn't have ac or a horn and i already smashed one of the side mirrors. i'm going to reupholster recarpet and repaint. it's time to hit the south and southwest. t-minus 3 weeks till the apocalypse.  i'm a crafter and collector. i love making and decorating things and i try to keep tabs on my addiction by selling my trinkets. for the most part i find i surround my self with creative folks who have a good sense of humor.  i have a pet tarantula named tallulah. she's pink and such a sweetheart. sometimes she's kinda scary.  all i really want to do is travel right now, but life is keeping me here for the moment. i try to make it out of the country at least once a year though. as of right now i've been to more countries then states, so my next big trip will be a tour of the us of a. preferably on horse back. or i guess i could settle for a truck and a dog."
888,"i teach drama and choir at a high school, and it is very enjoyable. i really like putting on productions - i get to be creative on many levels: set design, lighting design, directing, etc. i do a lot of singing in my life - i'm a member of the richter scales, a san francisco-based a capella group, and i also sing in the bay area's premier male vocal ensemble, the voices in harmony (about 100 members). i have also been in 3 championship barbershop quartets. i have a 9 yr. old son named stuart, who is the light of my life. he's a singer too - he sings with ragazzi, the peninsula boy's chorus.  i am funny, creative, and intelligent"
889,"i'm warm, playful, and have an uncanny ability to laugh just a couple of seconds before everyone else at on-screen jokes. the only sweet i truly crave is marzipan. i love cooking for my friends, taking on girly projects with my mom, and doing pretty much anything outdoors. spending a day hiking under the redwoods helps keeps me centered. i enjoy the company of well-read, thoughtful, emotionally aware people."
890,im gay. i live in san francisco. and i gave up grindr for okcupid.
891,"hey! i am awesome. here's why: i am big dork. sure, i look cool on the outside, but my gooey caramel center is packed with dorkness. if you're a fellow dork, then you'll know exactly why i am awesome. for you non-dorks out there, i also have had the good fortune to be ambitious, successful, and charming. thanks mom!  if you looking to goof around, make out, and exchange text messages that without the :) would probably be offensive then i may be your man."
892,"a regular sort of dude, i guess. i try to do the right thing and be nice to people most of the time. i'm quiet, and listen mostly.  i like snark, bourbon, motown, stripes. i like the smell of sawdust and gasoline and uncatalyzed exhaust, and the way a heavy, well-balanced spoon sits in the hand. i do not like fascists, particle board, pretense, or those gross wasabi peas. but i do like green rolling hills and sandwiches and karaoke. i like a lot more things than i dislike. i like people who like things too."
893,"i think that for people that this part comes easy to is lying. haha with that said here i go...... i am a work in progress, but that doesn't mean i need fixing or need to fix something (or someone). i am very happy with life and where it is going currently. i consider myself happy-go-lucky, and lucky more than not. i find my investment in the people i love most important. in order of importance: family and friends, exercise, work, school, everything else. i am driven, but know when to let off of the gas and cruise for a bit to enjoy my surrounding. i am in no way organized.....in thought or even this. :) i love adventure in whatever regard it is. just wanting something out of it all."
894,"orange county girl moves to the big bad city (oakland) and immediately falls in love with farmers markets, taco trucks at 2am, cafes that refuse to hire her, buses full of graffiti, and a lake that used to be a sewer dump.  i am a pain in the ass, but i'm loyal, caring, adventurous, and worth the trouble."
895,"to keep it as short and sweet as possible, i am a southern girl through and through. for me this means i love acc basketball, sec football, humidity, good manners, grits, afternoon thunderstorms, chivalry, bbq (north carolina style, don't mess with a good thing) and charming (but not obnoxious) use of the word ""y'all."" i am the kind of girl that enjoys getting down and dirty outside just as much as i like getting all done up and dressed to impress!  while moving to the bay area has certainly pushed me out of my comfort zone from growing up in suburban north carolina, it has been an exciting transition and i am really enjoying my new home! after living in palo alto for a year, i recently moved to sf in order to take full advantage of the bay area. it was definitely the best decision, and all i'm left wondering is: why didn't i do this sooner? i'm up for any and all adventures and have found what i really appreciate about the city is that there is always something new to try right around the corner. now i'm just looking for a partner in crime to explore sf with me..."
896,"i moved out here about 2 years ago, for a great job that keeps me pretty busy. this wonderful job keeps me inside, so i try to spend all the rest of my time outside, playing any sport i can get my hands on. i enjoying biking, tennis, soccer, baking, ok that last one is not a sport, but who doesn't like baking. :) i'm fun and caring and am just looking for the same."
897,i'm highly competitive. i believe in karma. i like drinking tea and dancing late into the night. i have a thing for papermate flair felt-tipped pens in multi colors. i like the taste of fruit and the smell of gasoline. i have a tendency to wear black and i always sing in the car.
898,"is it too dorky to post yr tumblr? http://ofbecoming.tumblr.com  i'm a midwest girl-boi/genderqueer-dyke who's living in the bay area and loving it.  i hella love to explore and go on adventures! i love food -buying, growing, cooking (or not cooking), and eating. my favorite thing to do is to go hiking with my amazing pit, ellie. i love being outside - the bay area is so fucking beautiful! i also really dig riding my bike, going to the beach, or just sitting somewhere awesome and shootingtheshit.  my ever-expanding container garden makes me hella happy! i am into ""urban homesteading"" and self-sufficiency. i feel invested in my space and find healing through creating a nourishing, involved home.  i also love to go to art events/shows, bookstores/flea markets/farmers markets, craft fairs, etc. i'm also very much into attending inspiring, challenging and nourishing events, reading every octavia butler book ever, making my best attempts at diy decor and crafts, and appreciating how fucking beautiful the bay area is.  i have been learning a lot about the history and life practices of buddhism -- which is really teaching me a lot and helping me to engage with the world in a way that feels ... healthy. the east bay meditation center is an amazing community resource.  i also very much enjoy talking about theory and politics. i'm particularly interested in anything from, or having to do with similar topics such as; queer theory, derrick jensen, ward churchill, judith butler, judith/jack halberstam, bell hooks, feminism, octavia butler, anti-racism, eli clare, dis/ability theory, radical environmentalism, social and environmental justice, anti-capitalism, gender gender gender, and challenging narcissism/arrogance that can stem from 'politics'.  i am especially interested in meeting folks who are deeply concerned about the state of the world, but who also strive to find magic in the day-to-day. the world is a crazy place, but finding a sense of communion and connection to the good stuff around us is very important. i know this sounds super woo-woo, but i genuinely enjoy being a bit of a kid and finding wonder in the things around me.  i am queer, dorky, and passionate.  being from a hella working class background is an important part of my identity.  *my attractions lean heavily toward masculine presenting folks. i sometimes feel like that's not okay in the queer community - two masculine presenting people together - but its my sexual preference and i'm hella okay with that"
899,"i recently returned to california after living in south africa for 2.5 years, and had an amazing time. i adore record players and collecting vinyl. it's my dream to one day own a sailboat then sail between mexico and canada. i write curt sentences, it's the scientist in me. it's pretty easy to convince me something adventurous sounds like a great idea. i would say i'm easy to get along with - i have varied interests and can learn to enjoy new things.  i love swimming in the ocean, learning, the natural world, sleeping in, camping (cliche for this site, but it's true!), cooking, trying to play the guitar and tv shows without laugh tracks."
900,"college student working full time in retail. goofy,honest & well rounded :) follow me @_chloemonique :)"
